name,site,support,context,scribe,findspot,parsedInscription,transcription,translatedWords,transliteratedWords,words
"HTWa1807","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1808","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1809","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1810","Haghia Triada","Nodule","LMIB","HT Wa Scribe 10","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1811","Haghia Triada","Nodule","LMIB","HT Wa Scribe 10","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1812","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1813","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1814","Haghia Triada","Nodule","LMIB","HT Wa Scribe 10","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1815","Haghia Triada","Nodule","LMIB","HT Wa Scribe 10","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1816","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1817","Haghia Triada","Nodule","LMIB","HT Wa Scribe 10","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1818","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1819","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1820","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1821","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1822","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1823","Haghia Triada","Nodule","LMIB","HT Wa Scribe 97","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1824","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1825","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1826","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1827","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1828","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1829","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1830","Haghia Triada","Nodule","LMIB","HT Wa Scribe 10","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1831","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1832","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1833","Haghia Triada","Nodule","LMIB","HT Wa Scribe 10","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1834","Haghia Triada","Nodule","LMIB","HT Wa Scribe 99","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1835","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1836","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1837","Haghia Triada","Nodule","LMIB","HT Wa Scribe 10","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1838","Haghia Triada","Nodule","LMIB","HT Wa Scribe 10","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1839","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1840","Haghia Triada","Nodule","LMIB","HT Wa Scribe 10","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1841","Haghia Triada","Nodule","LMIB","HT Wa Scribe 10","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1842","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1843","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1844","Haghia Triada","Nodule","LMIB","HT Wa Scribe 10","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1845+1733","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1846","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1847","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1848","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐙕","","*301","*301","𐙕"
"HTWa1849","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐚙","𐚙","*365","*365","𐚙"
"HTWa1850","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐚚","𐚚","*366","*366","𐚚"
"HTWa1851","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐚛","𐚛","*367","*367","𐚛"
"HTWa1852","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐚜","𐚜","*368","*368","𐚜"
"HTWa1853","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐚝","𐚝","*369","*369","𐚝"
"HTWa1854","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐚞","𐚞","*370","*370","𐚞"
"HTWa1855","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐝫","𐝫","𐝫","𐝫","𐝫"
"HTWa1856","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐝫","","𐝫","𐝫","𐝫"
"HTWa1857","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐝫","","𐝫","𐝫","𐝫"
"HTWa1858","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐝫","","𐝫","𐝫","𐝫"
"HTWa1859","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐝫","","𐝫","𐝫","𐝫"
"HTWa1860","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐝫","","𐝫","𐝫","𐝫"
"HTWa1861","Haghia Triada","Nodule","LMIB","","Portico 11 and Room 13","𐝫","","𐝫","𐝫","𐝫"
"HTWb229","Haghia Triada","Sealing","LMIB","","","𐙓𐜙","𐙓𐜙","*188|cyperus","*188|CYP+D","𐙓|𐜙"
"HTWb2001","Haghia Triada","Sealing","LMIB","","","𐘁","𐘁","RO","RO","𐘁"
"HTWb2002","Haghia Triada","Sealing","LMIB","","","𐘁","","RO","RO","𐘁"
"HTWc3001","Haghia Triada","Roundel","LMIB","HT Wa Scribe 10","","𐘂𐘈𐘱𐝆","𐘂𐘈𐘱𐝆","PA-SE-JA|¹⁄₂","PA-SE-JA|¹⁄₂","𐘂𐘈𐘱|𐝆"
"HTWc3002","Haghia Triada","Roundel","LMIB","HT Wa Scribe 10","","𐘂𐘈𐘱","𐘂𐘈𐘱","PA-SE-JA","PA-SE-JA","𐘂𐘈𐘱"
"HTWc3003","Haghia Triada","Roundel","LMIB","","","𐘾𐘙𐘁","𐘾𐘙𐘁","KA-RE-RO","KA-RE-RO","𐘾𐘙𐘁"
"HTWc3004","Haghia Triada","Roundel","LMIB","HT Wc Scribe 10","","𐘳𐘝𐘾𐘈","𐘳𐘝𐘾𐘈","TA-NI-KA|SE","TA-NI-KA|SE","𐘳𐘝𐘾|𐘈"
"HTWc3005","Haghia Triada","Roundel","LMIB","HT Wc Scribe 10","","𐘳𐘝𐘾𐘈","𐘳𐘝𐘾𐘈","TA-NI-KA|SE","TA-NI-KA|SE","𐘳𐘝𐘾|𐘈"
"HTWc3006","Haghia Triada","Roundel","LMIB","","","𐘮𐘵𐘻𐘴𐙦𐘴","𐘮𐘵𐘻𐘴𐙦𐘴","WA-O-MI|RA-*314-RA","WA-O-MI|RA-*314-RA","𐘮𐘵𐘻|𐘴𐙦𐘴"
"HTWc3007","Haghia Triada","Roundel","LMIB","HT Wc Scribe 10","","𐘮𐘆𐘝","𐘮𐘆𐘝","WA-DI-NI","WA-DI-NI","𐘮𐘆𐘝"
"HTWc3008","Haghia Triada","Roundel","LMIB","HT Wc Scribe 10","","𐘮𐘆𐘝𐘘𐘱𐘳𐘆","𐘮𐘆𐘝𐘘𐘱𐘳𐘆","WA-DI-NI|RU-JA-TA-DI","WA-DI-NI|RU-JA-TA-DI","𐘮𐘆𐘝|𐘘𐘱𐘳𐘆"
"HTWc3009","Haghia Triada","Roundel","LMIB","HT Wc Scribe 10","","𐙹𐘆𐘲𐘾𐙓","𐙹𐘆𐘲𐘾𐙓","*333-DI-SU-KA|*188","*333-DI-SU-KA|*188","𐙹𐘆𐘲𐘾|𐙓"
"HTWc3010","Haghia Triada","Roundel","LMIB","HT Wc Scribe 10","","𐙹𐘆𐘅𐘲𐘾","𐙹𐘆𐘅𐘲𐘾","*333-DI-NA-SU-KA","*333-DI-NA-SU-KA","𐙹𐘆𐘅𐘲𐘾"
"HTWc3011","Haghia Triada","Roundel","LMIB","HT Wc Scribe 11","","𐙀𐘆𐘴","𐙀𐘆𐘴","ZU-DI-RA","ZU-DI-RA","𐙀𐘆𐘴"
"HTWc3012","Haghia Triada","Roundel","LMIB","HT Wc Scribe 11","","𐙀𐘆𐘴𐘙𐘁","𐙀𐘆𐘴𐘙𐘁","ZU-DI-RA|RE-RO","ZU-DI-RA|RE-RO","𐙀𐘆𐘴|𐘙𐘁"
"HTWc3013","Haghia Triada","Roundel","LMIB","","","𐙓","𐙓","*188","*188","𐙓"
"HTWc3014","Haghia Triada","Roundel","LMIB","","","𐙂𐘻𐘅𐘿𐄁𐘒","𐙂𐘻𐘅𐘿𐄁𐘒","KU-MI-NA-QE|𐄁|goat","KU-MI-NA-QE|𐄁|CAP","𐙂𐘻𐘅𐘿|𐄁|𐘒"
"HTWc3015","Haghia Triada","Roundel","LMIB","","","𐘾𐙂𐘂𐙗","𐘾𐙂𐘂𐙗","KA-KU-PA|cyperus","KA-KU-PA|CYP","𐘾𐙂𐘂|𐙗"
"HTWc3016","Haghia Triada","Roundel","LMIB","HT Wc Scribe 11","","𐘾𐙂𐘂𐜝𐜙","𐘾𐙂𐘂𐜝𐜙","KA-KU-PA|*304+PA-CYP+D","KA-KU-PA|*304+PA-CYP+D","𐘾𐙂𐘂|𐜝𐜙"
"HTWc3017","Haghia Triada","Roundel","LMIB","","","𐘌𐙂𐘙𐄁𐘆𐙚𐄁𐜙𐜝","𐘌𐙂𐘙𐄁𐘆𐙗𐝂𐜝𐜝","QA-KU-RE|𐄁|DI-*306|𐄁|CYP+D-*304+PA","QA-KU-RE|𐄁|DI-*306|𐄁|CYP+D-*304+PA","𐘌𐙂𐘙|𐄁|𐘆𐙚|𐄁|𐜙𐜝"
"HTWc<3018>","Haghia Triada","Roundel","LMIB","","","𐘾𐜙","𐘾𐜙","KA|cyperus","KA|CYP+D","𐘾|𐜙"
"HTWc3019","Haghia Triada","Roundel","LMIB","","","𐘮𐝃","𐘮𐝃","cloth|¹⁄₄","WA|¹⁄₄","𐘮|𐝃"
"HTWc3021","Haghia Triada","Roundel","LMIB","","","𐝫","𐝫","𐝫","𐝫","𐝫"
"HTWc3022(?)","Haghia Triada","Roundel","LMIB","","","𐙇","𐙇","VIR+[?]","VIR+[?]","𐙇"
"HTWc3023","Haghia Triada","Roundel","LMIB","","","","","","",""
"HTWc3024","Haghia Triada","Roundel","LMIB","","","𐘇𐘴𐘹𐘋 𐘓𐘓","𐘇𐘴𐘹𐘋 𐘓","A-RA-TU-ME| |she-goat","A-RA-TU-ME| |*22F","𐘇𐘴𐘹𐘋| |𐘓"
"HTWd1617","Haghia Triada","Tablet","LMIB","","","𐙂","𐙂","KU","KU","𐙂"
"HTWd1663","Haghia Triada","Tablet","LMIB","HT Wa Scribe 10","","𐙕","𐙕","*301","*301","𐙕"
"HTWeWc3020","Haghia Triada","Roundel","LMIB","HT Wc Scribe 11","","𐙓𐘬𐜝𐜙","𐙓𐘬𐜝𐜙","*188-DU|*304+PA-CYP+D","*188-DU|*304+PA-CYP+D","𐙓𐘬|𐜝𐜙"
"HTZb158a","Haghia Triada","Clay vessel","LMIB","","Villa Magazine Room 5","𐝫𐄁𐝫𐘹𐘈𐘲𐘸","𐝫𐄁𐝫𐘹𐘈𐘲𐘸","𐄁|TU-SE-SU-KI","𐄁|TU-SE-SU-KI","𐄁|𐝫𐘹𐘈𐘲𐘸"
"HTZb158b","Haghia Triada","Clay vessel","LMIB","","Villa Magazine Room 5","𐘲𐘸𐘭𐘃𐘚𐘱","𐘲𐘸𐘭𐘃𐘚𐘱","from SU-KI-RI-TA","SU-KI-RI-TE-I-JA","𐘲𐘸𐘭𐘃𐘚𐘱"
"HTZb159","Haghia Triada","Clay vessel","LMIB","","","𐘇𐘅𐘯𐘤𐘱𐘈𐝫","𐘇𐘅𐘯𐘤𐘱𐘈𐝫","A-NA-NU-SI-JA-SE","A-NA-NU-SI-JA-SE","𐘇𐘅𐘯𐘤𐘱𐘈𐝫"
"HTZb160","Haghia Triada","Clay vessel","LMIB","","","𐘂𐘳𐘀𐘬𐘜𐘙𐝫","𐘂𐘳𐘀𐘬𐘜𐘙𐝫","PA-TA-DA-DU-PU₂-RE","PA-TA-DA-DU-PU₂-RE","𐘂𐘳𐘀𐘬𐘜𐘙𐝫"
"HTZb161","Haghia Triada","Clay vessel","LMIB","","","𐝫𐘤𐘫𐝫","𐝫𐘤𐘫𐝫","SI-PU","SI-PU","𐝫𐘤𐘫𐝫"
"HTZb162","Haghia Triada","Clay vessel","LMIB","","","𐘆𐄉𐘠𐘬","𐘆𐄉𐘠𐘬","DI-𐄉-TI-DU","DI-𐄉-TI-DU","𐘆𐄉𐘠𐘬"
"HTZb162bis","Haghia Triada","Clay vessel","LMIB","","","𐘀","𐘀","DA","DA","𐘀"
"HTZd155","Haghia Triada","Graffito","LMIB","","","𐘇𐘶𐄁𐘅𐙁𐙁𐘠𐘠𐙫","𐘇𐘶𐄁𐘅𐙁𐙁𐘠𐘠𐙫","A-JU|𐄁|NA-MA-MA-TI-TI-*904","A-JU|𐄁|NA-MA-MA-TI-TI-*904","𐘇𐘶|𐄁|𐘅𐙁𐙁𐘠𐘠𐙫"
"HTZd157+156","Haghia Triada","Graffito","LMIB","","","𐘣𐘱𐘲𐙁𐘠𐘠𐙫𐄇 𐙫𐄇𐝆 𐙫𐄈𐝃 𐙫𐄉𐝃𐝄 𐘳𐘱𐝇𐝫","𐝫𐘗𐄇𐘗𐄇𐝆𐙫𐄈𐝃𐙫𐄉𐝃𐝄𐘳𐘱𐝇𐝫","WI-JA-SU-MA-TI-TI|*904|1| |*904|1|¹⁄₂| |*904|2|¹⁄₄| |*904|3|³⁄₈| |TA-JA|¹⁄₁₆","WI-JA-SU-MA-TI-TI|*904|1| |*904|1|¹⁄₂| |*904|2|¹⁄₄| |*904|3|³⁄₈| |TA-JA|¹⁄₁₆","𐘣𐘱𐘲𐙁𐘠𐘠|𐙫|𐄇| |𐙫|𐄇|𐝆| |𐙫|𐄈|𐝃| |𐙫|𐄉|𐝃𐝄| |𐘳𐘱|𐝇𐝫"
"HTZf163","Haghia Triada","Metal object","LMIB","","","𐘀","𐘀","DA","DA","𐘀"
"HTZf164","Haghia Triada","Metal object","LMIB","","","𐘀","𐘀","DA","DA","𐘀"
"HTZf165","Haghia Triada","Metal object","LMIB","","","𐘚","𐘚","I","I","𐘚"
"HTZf166","Haghia Triada","Metal object","LMIB","","","𐙯","𐙯","*323","*323","𐙯"
"HTZf167","Haghia Triada","Metal object","LMIB","","","𐙜","𐙜","olive oil","*308","𐙜"
"HTZf168","Haghia Triada","Metal object","LMIB","","","𐘗 𐘀","𐘗 𐘀","NE| |DA","NE| |DA","𐘗| |𐘀"
"HTZf169","Haghia Triada","Metal object","LMIB","","","𐝫","𐝫","𐝫","𐝫","𐝫"
"HTZg163","Haghia Triada","Stone object","LMIB","","","𐝄","𐝄","¹⁄₈","¹⁄₈","𐝄"
"IOZa<1>","Iouktas","Stone vessel","","","","𐘇𐘧𐘞","𐘇𐘧𐘞","A-JE-SA","A-JE-SA","𐘇𐘧𐘞"
"IOZa2","Iouktas","Stone vessel","","","","𐘇𐘳𐘚𐙕𐘮𐘱𐄁𐘱𐘆𐘸𐘹𐄁𐘱𐘞𐘞𐘴𐝫𐘋𐄁𐘉𐘅𐘾𐘅𐝫𐘤𐝫𐄁𐝫𐘚𐘢𐘅𐙁𐄁 𐘤𐘘𐘃𐄁𐘳𐘅𐘴𐘃𐘉𐘠𐘯𐄁𐘚𐝫𐄁𐝫","𐘇𐘳𐘚𐙕𐘮𐘱𐄁𐘱𐘆𐘸𐘹𐘹𐄁𐘱𐘞𐘞𐘴𐝫𐘋𐄁𐘉𐘅𐘾𐘅𐝫𐘤𐝫𐄁𐝫𐘚𐘢𐘅𐙁𐄁 𐘤𐘘𐘃𐄁𐘳𐘅𐘴𐘃𐘉𐘠𐘯𐄁𐘚𐝫𐄁𐝫","gives|𐄁|name?|𐄁|this dedication|𐄁|requesting|𐄁|a favour|𐄁| |divine|𐄁|TA-NA-RA-TE-U-TI-NU|𐄁|I|𐄁","A-TA-I-*301-WA-JA|𐄁|JA-DI-KI-TU|𐄁|JA-SA-SA-RA-ME|𐄁|U-NA-KA-NA-SI|𐄁|I-PI-NA-MA|𐄁| |SI-RU-TE|𐄁|TA-NA-RA-TE-U-TI-NU|𐄁|I|𐄁","𐘇𐘳𐘚𐙕𐘮𐘱|𐄁|𐘱𐘆𐘸𐘹|𐄁|𐘱𐘞𐘞𐘴𐝫𐘋|𐄁|𐘉𐘅𐘾𐘅𐝫𐘤𐝫|𐄁|𐝫𐘚𐘢𐘅𐙁|𐄁| |𐘤𐘘𐘃|𐄁|𐘳𐘅𐘴𐘃𐘉𐘠𐘯|𐄁|𐘚𐝫|𐄁"
"IOZa3","Iouktas","Stone vessel","","","","𐄁𐘇𐘳𐘚𐙕𐘮𐘱𐄁𐙄𐝫","𐄁𐘇𐘳𐘚𐙕𐘮𐘱𐄁𐙄𐝫","𐄁|gives|𐄁|pig","𐄁|A-TA-I-*301-WA-JA|𐄁|AU","𐄁|𐘇𐘳𐘚𐙕𐘮𐘱|𐄁|𐙄𐝫"
"IOZa4","Iouktas","Stone vessel","","","","𐝫𐙕𐘮𐝫","𐝫𐙕𐘮𐝫","*301-WA","*301-WA","𐝫𐙕𐘮𐝫"
"IOZa5","Iouktas","Stone vessel","","","","𐝫𐘚𐘱𐘙𐘆𐘱𐄁𐘚𐘱𐘂𐝫","𐝫𐘚𐘱𐘙𐘆𐘱𐄁𐘚𐘱𐘂𐝫","I-JA-RE-DI-JA|𐄁|I-JA-PA","I-JA-RE-DI-JA|𐄁|I-JA-PA","𐝫𐘚𐘱𐘙𐘆𐘱|𐄁|𐘚𐘱𐘂𐝫"
"IOZa6","Iouktas","Stone vessel","LMIA","","","𐘳𐘅𐘚𐙕𐘉𐘠𐘯𐄁𐘚𐘅𐘳𐘚𐙀𐘆𐘤𐘾𐄁𐘱𐘞𐘞𐘴𐘋𐄁","𐘳𐘅𐘚𐙕𐘉𐘠𐘯𐄁𐘚𐘅𐘳𐘚𐙀𐘆𐘤𐘾𐄁𐘱𐘞𐘞𐘴𐘋𐄁","gives|𐄁|I-NA-TA-I-ZU-DI-SI-KA|𐄁|this dedication|𐄁","TA-NA-I-*301-U-TI-NU|𐄁|I-NA-TA-I-ZU-DI-SI-KA|𐄁|JA-SA-SA-RA-ME|𐄁","𐘳𐘅𐘚𐙕𐘉𐘠𐘯|𐄁|𐘚𐘅𐘳𐘚𐙀𐘆𐘤𐘾|𐄁|𐘱𐘞𐘞𐘴𐘋|𐄁"
"IOZa7","Iouktas","Stone vessel","LMI","","","𐘇𐘳𐘚𐙕𐘮𐘱𐄁𐘱𐘠𐙭𐝫","𐘇𐘳𐘚𐙕𐘮𐘱𐄁𐘱𐘠𐙭𐝫","gives|𐄁|JA-TI-*321","A-TA-I-*301-WA-JA|𐄁|JA-TI-*321","𐘇𐘳𐘚𐙕𐘮𐘱|𐄁|𐘱𐘠𐙭𐝫"
"IOZa8","Iouktas","Stone vessel","LMI","","","𐝫𐘇𐘅𐘠𐙕𐘮𐘱𐝫","𐝫𐘇𐘅𐘠𐙕𐘮𐘱𐝫","gives?","A-NA-TI-*301-WA-JA","𐝫𐘇𐘅𐘠𐙕𐘮𐘱𐝫"
"IOZa9","Iouktas","Stone vessel","","","","𐘱𐘞𐘞𐝫𐘴𐘋 𐄁𐘉𐘅𐘾𐝫𐘅𐘤","𐘱𐘞𐘞𐝫𐘴𐘋 𐄁𐘉𐘅𐘾𐝫𐘅𐘤","this dedication| |𐄁|requesting","JA-SA-SA-RA-ME| |𐄁|U-NA-KA-NA-SI","𐘱𐘞𐘞𐝫𐘴𐘋| |𐄁|𐘉𐘅𐘾𐝫𐘅𐘤"
"IOZb10","Iouktas","Clay vessel","LMI","","","𐝫𐘇𐘞𐘞𐘴𐘋","𐝫𐘇𐘞𐘞𐘴𐘋","A-SA-SA-RA-ME","A-SA-SA-RA-ME","𐝫𐘇𐘞𐘞𐘴𐘋"
"IOZa11","Iouktas","Stone vessel","","","","𐝫𐘅𐝫𐄁𐝫𐘀𐘀𐝫𐄁𐝫 𐝫𐘉𐘠𐘯𐄁𐘚𐘅𐘚𐘀𐝫","𐝫𐘅𐝫𐄁𐝫𐘀𐘀𐝫𐄁𐝫 𐝫𐘉𐘠𐘯𐄁𐘚𐘅𐘚𐘀𐝫","NA|𐄁|DA-DA|𐄁| |U-TI-NU|𐄁|I-NA-I-DA","NA|𐄁|DA-DA|𐄁| |U-TI-NU|𐄁|I-NA-I-DA","𐝫𐘅𐝫|𐄁|𐝫𐘀𐘀𐝫|𐄁| |𐝫𐘉𐘠𐘯|𐄁|𐘚𐘅𐘚𐘀𐝫"
"IOZa12","Iouktas","Stone vessel","LMI","","","𐝫𐄁𐝫𐄁𐘱𐘞 𐘞𐘴𐘋𐄁𐘚𐘠𐝫","𐝫𐄁𐝫𐄁𐘱𐘞 𐘞𐘴𐘋𐄁𐘚𐘠𐝫","𐄁|𐄁|JA-SA| |SA-RA-ME|𐄁|I-TI","𐄁|𐄁|JA-SA| |SA-RA-ME|𐄁|I-TI","𐄁|𐄁|𐘱𐘞| |𐘞𐘴𐘋|𐄁|𐘚𐘠𐝫"
"IOZa13","Iouktas","Stone vessel","","","","𐝫𐄁𐝫𐙁𐘚𐝫","𐝫𐄁𐝫𐙁𐘚𐝫","𐄁|MA-I","𐄁|MA-I","𐄁|𐝫𐙁𐘚𐝫"
"IOZa14","Iouktas","Stone vessel","","","","𐘤𐝫𐘘𐘃𐄁𐘚𐘆𐝫","𐘤𐝫𐘘𐘃𐄁𐘚𐘆𐝫","divine|𐄁|I-DI","SI-RU-TE|𐄁|I-DI","𐘤𐝫𐘘𐘃|𐄁|𐘚𐘆𐝫"
"IOZa15","Iouktas","Stone vessel","","","","𐝫𐘚𐘢𐘅𐙁𐄁𐘤𐘘𐝫𐘃","𐝫𐘚𐘢𐘅𐙁𐄁𐘤𐘘𐝫𐘃","a favour|𐄁|divine","I-PI-NA-MA|𐄁|SI-RU-TE","𐝫𐘚𐘢𐘅𐙁|𐄁|𐘤𐘘𐝫𐘃"
"IOZa16","Iouktas","Stone vessel","","","","𐝫𐙌𐄁𐘱𐘞𐘞𐘴 𐘋𐄁𐘉𐘅𐘘𐘾𐝫𐘅𐘤","𐝫𐙌𐄁𐘱𐘞𐘞𐘴 𐘋𐄁𐘉𐘅𐘘𐘾𐝫𐘅𐘤","spice|𐄁|""to"" A-SA-SA-RA| |ME|𐄁|U-NA-RU-KA-NA-SI","AROM|𐄁|JA-SA-SA-RA| |ME|𐄁|U-NA-RU-KA-NA-SI","𐝫𐙌|𐄁|𐘱𐘞𐘞𐘴| |𐘋|𐄁|𐘉𐘅𐘘𐘾𐝫𐘅𐘤"
"KAZf1","Kardamoutsa","Metal object","","","","𐘹𐘯𐄁","𐘹𐘯𐄁","TU-NU|𐄁","TU-NU|𐄁","𐘹𐘯|𐄁"
"KAMZb1","Kamilari","Clay vessel","","","","𐘯𐘁𐄁𐝫𐄁","𐘯𐘁𐄁𐝫𐄁","NU-RO|𐄁|𐄁","NU-RO|𐄁|𐄁","𐘯𐘁|𐄁|𐄁"
"KANZa1","Kannia","Stone vessel","","","","𐘇𐝫𐄁𐝫𐘚 𐝫 𐝫","𐘇𐝫𐄁𐝫𐘚 𐝫 𐝫","A|𐄁|I| |𐝫| |𐝫","A|𐄁|I| |𐝫| |𐝫","𐘇𐝫|𐄁|𐝫𐘚| |𐝫| |𐝫"
"KE1","Kea","Tablet","MMIII","","","𐘾𐘞𐝫 𐝫 𐝫","𐘾𐘞𐝫 𐝫 𐝫","KA-SA| |𐝫| |𐝫","KA-SA| |𐝫| |𐝫","𐘾𐘞𐝫| |𐝫| |𐝫"
"KEWc2","Kea","Roundel","MMIII","","","𐝂 𐝁𐝁","𐝂 𐝁𐝁","¹⁄₅| |?","¹⁄₅| |?","𐝂| |𐝁𐝁"
"KEZb3","Kea","Clay vessel","LMIB","","","𐘸","𐘸","KI","KI","𐘸"
"KEZb4","Kea","Clay vessel","MMIII","","","𐄁𐘱𐘤𐘡","𐄁𐘱𐘤𐘡","𐄁|JA-SI-E","𐄁|JA-SI-E","𐄁|𐘱𐘤𐘡"
"KEZb5","Kea","Clay vessel","LMIB","","","𐜀","𐜀","wine","VIN+RA","𐜀"
"KEZb6","Kea","Clay vessel","","","","𐝫𐘜𐝫","𐝫𐘜𐝫","PU₂","PU₂","𐝫𐘜𐝫"
"KEZb7","Kea","Clay vessel","","","","𐝫𐘢𐝫","𐝫𐘢𐝫","PI","PI","𐝫𐘢𐝫"
"KH1","Khania","Tablet","","KH Scribe 1","","𐝫𐘧𐄁𐛵𐄖𐝫 𐄉𐝆 𐘝𐝫 𐝫","𐝫𐘧𐄁𐛵𐄖𐝫 𐝫𐄉𐝆𐘝𐝫 𐝫","3/4|𐄁|grain|70| |3|¹⁄₂| |figs| |𐝫","JE|𐄁|GRA+F|70| |3|¹⁄₂| |NI| |𐝫","𐝫𐘧|𐄁|𐛵|𐄖𐝫| |𐄉|𐝆| |𐘝𐝫| |𐝫"
"KH2","Khania","Tablet","","","","𐝫 𐝫𐄑 𐘹𐝫 𐙗𐝫𐝃 𐙚𐜚𐝫 𐝫","𐝫 𐝫𐄑𐘹𐝫 𐝫𐙗𐝫𐝃𐙚𐙗𐝃𐝫 𐝫","𐝫| |20| |TU| |cyperus|¹⁄₄| |*306-CYP+E| |𐝫","𐝫| |20| |TU| |CYP|¹⁄₄| |*306-CYP+E| |𐝫","𐝫| |𐝫𐄑| |𐘹𐝫| |𐙗𐝫|𐝃| |𐙚𐜚𐝫| |𐝫"
"KH3","Khania","Tablet","","","","𐝫 𐝫𐘯𐄇 —","𐝫 𐝫𐘯𐄇 —","𐝫| |NU|1| |—","𐝫| |NU|1| |—","𐝫| |𐝫𐘯|𐄇| |—"
